,Origin GEOID,Destination GID,Distance (km)
1,4786,1,61.4545
1,4787,1,61.4545
1,4788,1,61.2195
1,4789,1,61.8216
1,4790,1,66.7257
1,4791,1,81.6711
1,4792,1,81.6711
1,4793,1,81.6711
1,4794,1,81.6711
1,4795,1,61.4545
1,4796,1,61.4545
1,4797,1,61.4372
0,4798,1,62.0768
1,4799,1,81.6711
1,4800,1,79.9719
1,4801,1,79.9719
1,4802,1,73.3404
1,4803,1,73.9081
1,4804,1,74.3127
1,4805,1,79.9719
1,4806,1,79.9719
1,4807,1,73.3404
1,4808,1,73.3404
0,4809,1,79.6717
