index,parcels,yield,county
732,911,10.386,ATASCOSA
733,912,10.6296,ATASCOSA
734,913,10.0612,ATASCOSA
735,914,11.223,ATASCOSA
736,915,10.0612,ATASCOSA
737,916,10.5484,ATASCOSA
738,917,10.0612,ATASCOSA
739,918,10.0612,ATASCOSA
740,919,10.3594,ATASCOSA
741,920,10.3594,ATASCOSA
742,921,10.3594,ATASCOSA
743,922,10.9112,ATASCOSA
744,923,10.823,ATASCOSA
745,924,10.823,ATASCOSA
746,925,10.823,ATASCOSA
747,926,10.823,ATASCOSA
748,927,10.823,ATASCOSA
749,928,1.8788,ATASCOSA
750,929,1.8788,ATASCOSA
751,930,1.8788,ATASCOSA
752,931,2.0036,ATASCOSA
753,932,1.8184,ATASCOSA
754,934,1.6058,ATASCOSA
755,935,1.861,ATASCOSA
756,936,1.9466,ATASCOSA
757,938,1.6058,ATASCOSA
758,940,1.861,ATASCOSA
759,941,1.861,ATASCOSA
760,942,1.7112,ATASCOSA
761,943,10.153,ATASCOSA
762,944,10.104,ATASCOSA
763,945,9.8086,ATASCOSA
764,946,10.097,ATASCOSA
765,947,10.2,ATASCOSA
766,948,10.2352,ATASCOSA
767,949,10.2,ATASCOSA
768,950,10.3526,ATASCOSA
769,951,10.097,ATASCOSA
770,952,10.995,ATASCOSA
771,953,9.857,ATASCOSA
772,954,10.1378,ATASCOSA
773,955,10.2112,ATASCOSA
774,956,10.2274,ATASCOSA
775,957,10.2112,ATASCOSA
776,961,10.4394,ATASCOSA
777,962,10.7966,ATASCOSA
778,963,10.6296,ATASCOSA
779,965,10.0248,ATASCOSA
780,967,10.1456,ATASCOSA
781,968,10.0614,ATASCOSA
782,969,9.6932,ATASCOSA
783,970,9.6212,ATASCOSA
784,971,9.9436,ATASCOSA
785,972,10.3592,ATASCOSA
786,973,10.9224,ATASCOSA
787,974,10.9104,ATASCOSA
788,975,10.6362,ATASCOSA
789,976,10.8234,ATASCOSA
790,977,10.1118,ATASCOSA
791,978,10.6362,ATASCOSA
792,979,10.6362,ATASCOSA
793,980,10.7812,ATASCOSA
794,981,1.7942,ATASCOSA
795,984,1.6438,ATASCOSA
796,985,1.6438,ATASCOSA
797,988,1.8868,ATASCOSA
798,989,1.8868,ATASCOSA
799,990,2.0902,ATASCOSA
800,991,1.861,ATASCOSA
801,992,1.8138,ATASCOSA
802,993,1.8138,ATASCOSA
803,994,1.8384,ATASCOSA
804,997,10.2798,ATASCOSA
805,999,10.0972,ATASCOSA
806,1000,10.3526,ATASCOSA
807,1001,10.154,ATASCOSA
808,1004,10.9952,ATASCOSA
809,1005,10.9952,ATASCOSA
810,1006,9.3254,ATASCOSA
811,1007,10.2,ATASCOSA
812,1008,10.0972,ATASCOSA
813,1009,10.2,ATASCOSA
814,1010,10.2106,ATASCOSA
815,1012,10.3856,ATASCOSA
816,1013,10.7964,ATASCOSA
817,1014,10.0244,ATASCOSA
818,1015,10.4394,ATASCOSA
819,1016,10.0244,ATASCOSA
820,1017,10.3856,ATASCOSA
821,1018,10.4394,ATASCOSA
822,1019,10.6298,ATASCOSA
823,1020,9.9368,ATASCOSA
824,1021,11.223,ATASCOSA
825,1022,10.5356,ATASCOSA
826,1023,9.6212,ATASCOSA
827,1024,10.8696,ATASCOSA
